Enzyme,Amine,Hydroxyl
A0A1C5M2J2,glyglycine,Tri
A0A1C5M2J2,histidine,Di
A0A1C5M2J2,histidine,Mono
A0A1C5M2J2,histidine,Tri
A0A1C5M2J2,lysine,Di
A0A1C5M2J2,lysine,Mono
A0A1C5M2J2,lysine,Tri
A0A1C5M2J2,methionine,Di
A0A1C5M2J2,methionine,Mono
A0A1C5M2J2,methionine,Tri
A0A1C5M2J2,ornithine,Di
A0A1C5M2J2,ornithine,Mono
A0A1C5M2J2,ornithine,Tri
A0A1C5M2J2,phenylalanine,Di
A0A1C5M2J2,phenylalanine,Mono
A0A1C5M2J2,phenylalanine,Tri
A0A1C5M2J2,proline,Di
A0A1C5M2J2,proline,Mono
A0A1C5M2J2,proline,Tri
A0A1C5M2J2,putrescine,Di
A0A1C5M2J2,putrescine,Mono
A0A1C5M2J2,putrescine,Tri
A0A1C5M2J2,serine,Di
A0A1C5M2J2,serine,Mono
A0A1C5M2J2,serine,Tri
A0A1C5M2J2,serotonin,Di
A0A1C5M2J2,serotonin,Mono
A0A1C5M2J2,serotonin,Tri
A0A1C5M2J2,threonine,Di
A0A1C5M2J2,threonine,Mono
A0A1C5M2J2,threonine,Tri
A0A1C5M2J2,tryptamine,Di
A0A1C5M2J2,tryptamine,Mono
A0A1C5M2J2,tryptamine,Tri
A0A1C5M2J2,tyramine,Di
A0A1C5M2J2,tyramine,Mono
A0A1C5M2J2,tyramine,Tri
A0A1C5MIH1,"2,3_diaminopropionic acid",Di
A0A1C5MIH1,"2,3_diaminopropionic acid",Mono
A0A1C5MIH1,"2,3_diaminopropionic acid",Tri
A0A1C5MIH1,2_aminophenol,Di
A0A1C5MIH1,2_aminophenol,Mono
A0A1C5MIH1,2_aminophenol,Tri
A0A1C5MIH1,3_methoxytyramine,Di
A0A1C5MIH1,3_methoxytyramine,Mono
A0A1C5MIH1,3_methoxytyramine,Tri
A0A1C5MIH1,alanine,Di
A0A1C5MIH1,alanine,Mono
A0A1C5MIH1,alanine,Tri
A0A1C5MIH1,arginine,Di
A0A1C5MIH1,arginine,Mono
A0A1C5MIH1,arginine,Tri
A0A1C5MIH1,asparagine,Di
A0A1C5MIH1,asparagine,Mono
A0A1C5MIH1,asparagine,Tri
A0A1C5MIH1,cadaverine,Di
A0A1C5MIH1,cadaverine,Mono
A0A1C5MIH1,cadaverine,Tri
A0A1C5MIH1,citrulline,Di
A0A1C5MIH1,citrulline,Mono
A0A1C5MIH1,citrulline,Tri
A0A1C5MIH1,cystine,Di
A0A1C5MIH1,cystine,Mono
A0A1C5MIH1,cystine,Tri
A0A1C5MIH1,dopamine,Di
A0A1C5MIH1,dopamine,Mono
A0A1C5MIH1,dopamine,Tri
A0A1C5MIH1,gaba,Di
A0A1C5MIH1,gaba,Mono
A0A1C5MIH1,gaba,Tri
A0A1C5MIH1,glutamine,Di
A0A1C5MIH1,glutamine,Mono
A0A1C5MIH1,glutamine,Tri
A0A1C5MIH1,glyglycine,Di
A0A1C5MIH1,glyglycine,Mono
A0A1C5MIH1,glyglycine,Tri
A0A1C5MIH1,histidine,Di
A0A1C5MIH1,histidine,Mono
A0A1C5MIH1,histidine,Tri
A0A1C5MIH1,lysine,Di
A0A1C5MIH1,lysine,Mono
A0A1C5MIH1,lysine,Tri
A0A1C5MIH1,methionine,Di
A0A1C5MIH1,methionine,Mono
A0A1C5MIH1,methionine,Tri
A0A1C5MIH1,ornithine,Di
A0A1C5MIH1,ornithine,Mono
A0A1C5MIH1,ornithine,Tri
A0A1C5MIH1,phenylalanine,Di
A0A1C5MIH1,phenylalanine,Mono
A0A1C5MIH1,phenylalanine,Tri
A0A1C5MIH1,proline,Di
A0A1C5MIH1,proline,Mono
A0A1C5MIH1,proline,Tri
A0A1C5MIH1,putrescine,Di
A0A1C5MIH1,putrescine,Mono
A0A1C5MIH1,putrescine,Tri
A0A1C5MIH1,serine,Di
A0A1C5MIH1,serine,Mono
A0A1C5MIH1,serine,Tri
A0A1C5MIH1,serotonin,Di
A0A1C5MIH1,serotonin,Mono
A0A1C5MIH1,serotonin,Tri
A0A1C5MIH1,threonine,Di
A0A1C5MIH1,threonine,Mono
A0A1C5MIH1,threonine,Tri
A0A1C5MIH1,tryptamine,Di
A0A1C5MIH1,tryptamine,Mono
A0A1C5MIH1,tryptamine,Tri
A0A1C5MIH1,tyramine,Di
A0A1C5MIH1,tyramine,Mono
A0A1C5MIH1,tyramine,Tri
A0A1C5MV31,"2,3_diaminopropionic acid",Di
A0A1C5MV31,"2,3_diaminopropionic acid",Mono
A0A1C5MV31,"2,3_diaminopropionic acid",Tri
A0A1C5MV31,2_aminophenol,Di
A0A1C5MV31,2_aminophenol,Mono
A0A1C5MV31,2_aminophenol,Tri
A0A1C5MV31,3_methoxytyramine,Di
A0A1C5MV31,3_methoxytyramine,Mono
A0A1C5MV31,3_methoxytyramine,Tri
A0A1C5MV31,alanine,Di
A0A1C5MV31,alanine,Mono
A0A1C5MV31,alanine,Tri
A0A1C5MV31,arginine,Di
A0A1C5MV31,arginine,Mono
A0A1C5MV31,arginine,Tri
A0A1C5MV31,asparagine,Di
A0A1C5MV31,asparagine,Mono
A0A1C5MV31,asparagine,Tri
A0A1C5MV31,cadaverine,Di
A0A1C5MV31,cadaverine,Mono
A0A1C5MV31,cadaverine,Tri
A0A1C5MV31,citrulline,Di
A0A1C5MV31,citrulline,Mono
A0A1C5MV31,citrulline,Tri
A0A1C5MV31,cystine,Di
A0A1C5MV31,cystine,Mono
A0A1C5MV31,cystine,Tri
A0A1C5MV31,dopamine,Di
A0A1C5MV31,dopamine,Mono
A0A1C5MV31,dopamine,Tri
A0A1C5MV31,gaba,Di
A0A1C5MV31,gaba,Mono
A0A1C5MV31,gaba,Tri
A0A1C5MV31,glutamine,Di
A0A1C5MV31,glutamine,Mono
A0A1C5MV31,glutamine,Tri
A0A1C5MV31,glyglycine,Di
A0A1C5MV31,glyglycine,Mono
A0A1C5MV31,glyglycine,Tri
A0A1C5MV31,histidine,Di
A0A1C5MV31,histidine,Mono
A0A1C5MV31,histidine,Tri
A0A1C5MV31,lysine,Di
A0A1C5MV31,lysine,Mono
A0A1C5MV31,lysine,Tri
A0A1C5MV31,methionine,Di
A0A1C5MV31,methionine,Mono
A0A1C5MV31,methionine,Tri
A0A1C5MV31,ornithine,Di
A0A1C5MV31,ornithine,Mono
A0A1C5MV31,ornithine,Tri
A0A1C5MV31,phenylalanine,Di
A0A1C5MV31,phenylalanine,Mono
A0A1C5MV31,phenylalanine,Tri
A0A1C5MV31,proline,Di
A0A1C5MV31,proline,Mono
A0A1C5MV31,proline,Tri
A0A1C5MV31,putrescine,Di
A0A1C5MV31,putrescine,Mono
A0A1C5MV31,putrescine,Tri
A0A1C5MV31,serine,Di
A0A1C5MV31,serine,Mono
A0A1C5MV31,serine,Tri
A0A1C5MV31,serotonin,Di
A0A1C5MV31,serotonin,Mono
A0A1C5MV31,serotonin,Tri
A0A1C5MV31,threonine,Di
A0A1C5MV31,threonine,Mono
A0A1C5MV31,threonine,Tri
A0A1C5MV31,tryptamine,Di
A0A1C5MV31,tryptamine,Mono
A0A1C5MV31,tryptamine,Tri
A0A1C5MV31,tyramine,Di
A0A1C5MV31,tyramine,Mono
A0A1C5MV31,tyramine,Tri
A0A1C5PCN0,"2,3_diaminopropionic acid",Di
A0A1C5PCN0,"2,3_diaminopropionic acid",Mono
A0A1C5PCN0,"2,3_diaminopropionic acid",Tri
A0A1C5PCN0,2_aminophenol,Di
A0A1C5PCN0,2_aminophenol,Mono
A0A1C5PCN0,2_aminophenol,Tri
A0A1C5PCN0,3_methoxytyramine,Di
A0A1C5PCN0,3_methoxytyramine,Mono
A0A1C5PCN0,3_methoxytyramine,Tri
A0A1C5PCN0,alanine,Di
A0A1C5PCN0,alanine,Mono
A0A1C5PCN0,alanine,Tri
A0A1C5PCN0,arginine,Di
A0A1C5PCN0,arginine,Mono
A0A1C5PCN0,arginine,Tri
A0A1C5PCN0,asparagine,Di
A0A1C5PCN0,asparagine,Mono
A0A1C5PCN0,asparagine,Tri
A0A1C5PCN0,cadaverine,Di
A0A1C5PCN0,cadaverine,Mono
A0A1C5PCN0,cadaverine,Tri
A0A1C5PCN0,citrulline,Di
A0A1C5PCN0,citrulline,Mono
A0A1C5PCN0,citrulline,Tri
A0A1C5PCN0,cystine,Di
A0A1C5PCN0,cystine,Mono
A0A1C5PCN0,cystine,Tri
A0A1C5PCN0,dopamine,Di
A0A1C5PCN0,dopamine,Mono
A0A1C5PCN0,dopamine,Tri
A0A1C5PCN0,gaba,Di
A0A1C5PCN0,gaba,Mono
A0A1C5PCN0,gaba,Tri
A0A1C5PCN0,glutamine,Di
A0A1C5PCN0,glutamine,Mono
A0A1C5PCN0,glutamine,Tri
A0A1C5PCN0,glyglycine,Di
A0A1C5PCN0,glyglycine,Mono
A0A1C5PCN0,glyglycine,Tri
A0A1C5PCN0,histidine,Di
A0A1C5PCN0,histidine,Mono
A0A1C5PCN0,histidine,Tri
A0A1C5PCN0,lysine,Di
A0A1C5PCN0,lysine,Mono
A0A1C5PCN0,lysine,Tri
A0A1C5PCN0,methionine,Di
A0A1C5PCN0,methionine,Mono
A0A1C5PCN0,methionine,Tri
A0A1C5PCN0,ornithine,Di
A0A1C5PCN0,ornithine,Mono
A0A1C5PCN0,ornithine,Tri
A0A1C5PCN0,phenylalanine,Di
A0A1C5PCN0,phenylalanine,Mono
A0A1C5PCN0,phenylalanine,Tri
A0A1C5PCN0,proline,Di
A0A1C5PCN0,proline,Mono
A0A1C5PCN0,proline,Tri
A0A1C5PCN0,putrescine,Di
A0A1C5PCN0,putrescine,Mono
A0A1C5PCN0,putrescine,Tri
A0A1C5PCN0,serine,Di
A0A1C5PCN0,serine,Mono
A0A1C5PCN0,serine,Tri
A0A1C5PCN0,serotonin,Di
A0A1C5PCN0,serotonin,Mono
A0A1C5PCN0,serotonin,Tri
A0A1C5PCN0,threonine,Di
A0A1C5PCN0,threonine,Mono
A0A1C5PCN0,threonine,Tri
A0A1C5PCN0,tryptamine,Di
A0A1C5PCN0,tryptamine,Mono
A0A1C5PCN0,tryptamine,Tri
A0A1C5PCN0,tyramine,Di
A0A1C5PCN0,tyramine,Mono
A0A1C5PCN0,tyramine,Tri
A0A1C5QNJ0,"2,3_diaminopropionic acid",Di
A0A1C5QNJ0,"2,3_diaminopropionic acid",Mono
A0A1C5QNJ0,"2,3_diaminopropionic acid",Tri
A0A1C5QNJ0,2_aminophenol,Di
A0A1C5QNJ0,2_aminophenol,Mono
A0A1C5QNJ0,2_aminophenol,Tri
A0A1C5QNJ0,3_methoxytyramine,Di
A0A1C5QNJ0,3_methoxytyramine,Mono
A0A1C5QNJ0,3_methoxytyramine,Tri
A0A1C5QNJ0,alanine,Di
A0A1C5QNJ0,alanine,Mono
A0A1C5QNJ0,alanine,Tri
A0A1C5QNJ0,arginine,Di
A0A1C5QNJ0,arginine,Mono
A0A1C5QNJ0,arginine,Tri
A0A1C5QNJ0,asparagine,Di
A0A1C5QNJ0,asparagine,Mono
A0A1C5QNJ0,asparagine,Tri
A0A1C5QNJ0,cadaverine,Di
A0A1C5QNJ0,cadaverine,Mono
A0A1C5QNJ0,cadaverine,Tri
A0A1C5QNJ0,citrulline,Di
A0A1C5QNJ0,citrulline,Mono
A0A1C5QNJ0,citrulline,Tri
A0A1C5QNJ0,cystine,Di
A0A1C5QNJ0,cystine,Mono
A0A1C5QNJ0,cystine,Tri
A0A1C5QNJ0,dopamine,Di
A0A1C5QNJ0,dopamine,Mono
A0A1C5QNJ0,dopamine,Tri
A0A1C5QNJ0,gaba,Di
A0A1C5QNJ0,gaba,Mono
A0A1C5QNJ0,gaba,Tri
A0A1C5QNJ0,glutamine,Di
A0A1C5QNJ0,glutamine,Mono
A0A1C5QNJ0,glutamine,Tri
A0A1C5QNJ0,glyglycine,Di
A0A1C5QNJ0,glyglycine,Mono
A0A1C5QNJ0,glyglycine,Tri
A0A1C5QNJ0,histidine,Di
A0A1C5QNJ0,histidine,Mono
A0A1C5QNJ0,histidine,Tri
A0A1C5QNJ0,lysine,Di
A0A1C5QNJ0,lysine,Mono
A0A1C5QNJ0,lysine,Tri
A0A1C5QNJ0,methionine,Di
A0A1C5QNJ0,methionine,Mono
A0A1C5QNJ0,methionine,Tri
A0A1C5QNJ0,ornithine,Di
A0A1C5QNJ0,ornithine,Mono
A0A1C5QNJ0,ornithine,Tri
A0A1C5QNJ0,phenylalanine,Di
A0A1C5QNJ0,phenylalanine,Mono
A0A1C5QNJ0,phenylalanine,Tri
A0A1C5QNJ0,proline,Di
A0A1C5QNJ0,proline,Mono
A0A1C5QNJ0,proline,Tri
A0A1C5QNJ0,putrescine,Di
A0A1C5QNJ0,putrescine,Mono
A0A1C5QNJ0,putrescine,Tri
A0A1C5QNJ0,serine,Di
A0A1C5QNJ0,serine,Mono
A0A1C5QNJ0,serine,Tri
A0A1C5QNJ0,serotonin,Di
A0A1C5QNJ0,serotonin,Mono
A0A1C5QNJ0,serotonin,Tri
A0A1C5QNJ0,threonine,Di
A0A1C5QNJ0,threonine,Mono
A0A1C5QNJ0,threonine,Tri
A0A1C5QNJ0,tryptamine,Di
A0A1C5QNJ0,tryptamine,Mono
A0A1C5QNJ0,tryptamine,Tri
A0A1C5QNJ0,tyramine,Di
A0A1C5QNJ0,tyramine,Mono
A0A1C5QNJ0,tyramine,Tri
A0A1C5S406,"2,3_diaminopropionic acid",Di
A0A1C5S406,"2,3_diaminopropionic acid",Mono
A0A1C5S406,"2,3_diaminopropionic acid",Tri
A0A1C5S406,2_aminophenol,Di
A0A1C5S406,2_aminophenol,Mono
A0A1C5S406,2_aminophenol,Tri
A0A1C5S406,3_methoxytyramine,Di
A0A1C5S406,3_methoxytyramine,Mono
A0A1C5S406,3_methoxytyramine,Tri
A0A1C5S406,alanine,Di
A0A1C5S406,alanine,Mono
A0A1C5S406,alanine,Tri
A0A1C5S406,arginine,Di
A0A1C5S406,arginine,Mono
A0A1C5S406,arginine,Tri
A0A1C5S406,asparagine,Di
A0A1C5S406,asparagine,Mono
A0A1C5S406,asparagine,Tri
A0A1C5S406,cadaverine,Di
A0A1C5S406,cadaverine,Mono
A0A1C5S406,cadaverine,Tri
A0A1C5S406,citrulline,Di
A0A1C5S406,citrulline,Mono
A0A1C5S406,citrulline,Tri
A0A1C5S406,cystine,Di
A0A1C5S406,cystine,Mono
A0A1C5S406,cystine,Tri
A0A1C5S406,dopamine,Di
A0A1C5S406,dopamine,Mono
A0A1C5S406,dopamine,Tri
A0A1C5S406,gaba,Di
A0A1C5S406,gaba,Mono
A0A1C5S406,gaba,Tri
A0A1C5S406,glutamine,Di
A0A1C5S406,glutamine,Mono
A0A1C5S406,glutamine,Tri
A0A1C5S406,glyglycine,Di
A0A1C5S406,glyglycine,Mono
A0A1C5S406,glyglycine,Tri
A0A1C5S406,histidine,Di
A0A1C5S406,histidine,Mono
A0A1C5S406,histidine,Tri
A0A1C5S406,lysine,Di
A0A1C5S406,lysine,Mono
A0A1C5S406,lysine,Tri
A0A1C5S406,methionine,Di
A0A1C5S406,methionine,Mono
A0A1C5S406,methionine,Tri
A0A1C5S406,ornithine,Di
A0A1C5S406,ornithine,Mono
A0A1C5S406,ornithine,Tri
A0A1C5S406,phenylalanine,Di
A0A1C5S406,phenylalanine,Mono
A0A1C5S406,phenylalanine,Tri
A0A1C5S406,proline,Di
A0A1C5S406,proline,Mono
A0A1C5S406,proline,Tri
A0A1C5S406,putrescine,Di
A0A1C5S406,putrescine,Mono
A0A1C5S406,putrescine,Tri
A0A1C5S406,serine,Di
A0A1C5S406,serine,Mono
A0A1C5S406,serine,Tri
A0A1C5S406,serotonin,Di
A0A1C5S406,serotonin,Mono
A0A1C5S406,serotonin,Tri
A0A1C5S406,threonine,Di
A0A1C5S406,threonine,Mono
A0A1C5S406,threonine,Tri
A0A1C5S406,tryptamine,Di
A0A1C5S406,tryptamine,Mono
A0A1C5S406,tryptamine,Tri
A0A1C5S406,tyramine,Di
A0A1C5S406,tyramine,Mono
A0A1C5S406,tyramine,Tri
A0A1C5V0T2,"2,3_diaminopropionic acid",Di
A0A1C5V0T2,"2,3_diaminopropionic acid",Mono
A0A1C5V0T2,"2,3_diaminopropionic acid",Tri
A0A1C5V0T2,2_aminophenol,Di
A0A1C5V0T2,2_aminophenol,Mono
A0A1C5V0T2,2_aminophenol,Tri
A0A1C5V0T2,3_methoxytyramine,Di
A0A1C5V0T2,3_methoxytyramine,Mono
A0A1C5V0T2,3_methoxytyramine,Tri
A0A1C5V0T2,alanine,Di
A0A1C5V0T2,alanine,Mono
A0A1C5V0T2,alanine,Tri
A0A1C5V0T2,arginine,Di
A0A1C5V0T2,arginine,Mono
A0A1C5V0T2,arginine,Tri
A0A1C5V0T2,asparagine,Di
A0A1C5V0T2,asparagine,Mono
A0A1C5V0T2,asparagine,Tri
A0A1C5V0T2,cadaverine,Di
A0A1C5V0T2,cadaverine,Mono
A0A1C5V0T2,cadaverine,Tri
A0A1C5V0T2,citrulline,Di
A0A1C5V0T2,citrulline,Mono
A0A1C5V0T2,citrulline,Tri
A0A1C5V0T2,cystine,Di
A0A1C5V0T2,cystine,Mono
A0A1C5V0T2,cystine,Tri
A0A1C5V0T2,dopamine,Di
A0A1C5V0T2,dopamine,Mono
A0A1C5V0T2,dopamine,Tri
A0A1C5V0T2,gaba,Di
A0A1C5V0T2,gaba,Mono
A0A1C5V0T2,gaba,Tri
A0A1C5V0T2,glutamine,Di
A0A1C5V0T2,glutamine,Mono
A0A1C5V0T2,glutamine,Tri
A0A1C5V0T2,glyglycine,Di
A0A1C5V0T2,glyglycine,Mono
A0A1C5V0T2,glyglycine,Tri
A0A1C5V0T2,histidine,Di
A0A1C5V0T2,histidine,Mono
A0A1C5V0T2,histidine,Tri
A0A1C5V0T2,lysine,Di
A0A1C5V0T2,lysine,Mono
A0A1C5V0T2,lysine,Tri
A0A1C5V0T2,methionine,Di
A0A1C5V0T2,methionine,Mono
A0A1C5V0T2,methionine,Tri
A0A1C5V0T2,ornithine,Di
A0A1C5V0T2,ornithine,Mono
A0A1C5V0T2,ornithine,Tri
A0A1C5V0T2,phenylalanine,Di
A0A1C5V0T2,phenylalanine,Mono
A0A1C5V0T2,phenylalanine,Tri
A0A1C5V0T2,proline,Di
A0A1C5V0T2,proline,Mono
A0A1C5V0T2,proline,Tri
A0A1C5V0T2,putrescine,Di
A0A1C5V0T2,putrescine,Mono
A0A1C5V0T2,putrescine,Tri
A0A1C5V0T2,serine,Di
A0A1C5V0T2,serine,Mono
A0A1C5V0T2,serine,Tri
A0A1C5V0T2,serotonin,Di
A0A1C5V0T2,serotonin,Mono
A0A1C5V0T2,serotonin,Tri
A0A1C5V0T2,threonine,Di
A0A1C5V0T2,threonine,Mono
A0A1C5V0T2,threonine,Tri
A0A1C5V0T2,tryptamine,Di
A0A1C5V0T2,tryptamine,Mono
A0A1C5V0T2,tryptamine,Tri
A0A1C5V0T2,tyramine,Di
A0A1C5V0T2,tyramine,Mono
A0A1C5V0T2,tyramine,Tri
A0A1C5VKY6,"2,3_diaminopropionic acid",Di
A0A1C5VKY6,"2,3_diaminopropionic acid",Mono
A0A1C5VKY6,"2,3_diaminopropionic acid",Tri
A0A1C5VKY6,2_aminophenol,Di
A0A1C5VKY6,2_aminophenol,Mono
A0A1C5VKY6,2_aminophenol,Tri
A0A1C5VKY6,3_methoxytyramine,Di
A0A1C5VKY6,3_methoxytyramine,Mono
A0A1C5VKY6,3_methoxytyramine,Tri
A0A1C5VKY6,alanine,Di
A0A1C5VKY6,alanine,Mono
A0A1C5VKY6,alanine,Tri
A0A1C5VKY6,arginine,Di
A0A1C5VKY6,arginine,Mono
A0A1C5VKY6,arginine,Tri
A0A1C5VKY6,asparagine,Di
A0A1C5VKY6,asparagine,Mono
A0A1C5VKY6,asparagine,Tri
A0A1C5VKY6,cadaverine,Di
A0A1C5VKY6,cadaverine,Mono
A0A1C5VKY6,cadaverine,Tri
A0A1C5VKY6,citrulline,Di
A0A1C5VKY6,citrulline,Mono
A0A1C5VKY6,citrulline,Tri
A0A1C5VKY6,cystine,Di
A0A1C5VKY6,cystine,Mono
A0A1C5VKY6,cystine,Tri
A0A1C5VKY6,dopamine,Di
A0A1C5VKY6,dopamine,Mono
A0A1C5VKY6,dopamine,Tri
A0A1C5VKY6,gaba,Di
A0A1C5VKY6,gaba,Mono
A0A1C5VKY6,gaba,Tri
A0A1C5VKY6,glutamine,Di
A0A1C5VKY6,glutamine,Mono
A0A1C5VKY6,glutamine,Tri
A0A1C5VKY6,glyglycine,Di
A0A1C5VKY6,glyglycine,Mono
A0A1C5VKY6,glyglycine,Tri
A0A1C5VKY6,histidine,Di
A0A1C5VKY6,histidine,Mono
A0A1C5VKY6,histidine,Tri
A0A1C5VKY6,lysine,Di
A0A1C5VKY6,lysine,Mono
A0A1C5VKY6,lysine,Tri
A0A1C5VKY6,methionine,Di
A0A1C5VKY6,methionine,Mono
A0A1C5VKY6,methionine,Tri
A0A1C5VKY6,ornithine,Di
A0A1C5VKY6,ornithine,Mono
A0A1C5VKY6,ornithine,Tri
A0A1C5VKY6,phenylalanine,Di
A0A1C5VKY6,phenylalanine,Mono
A0A1C5VKY6,phenylalanine,Tri
A0A1C5VKY6,proline,Di
A0A1C5VKY6,proline,Mono
A0A1C5VKY6,proline,Tri
A0A1C5VKY6,putrescine,Di
A0A1C5VKY6,putrescine,Mono
A0A1C5VKY6,putrescine,Tri
A0A1C5VKY6,serine,Di
A0A1C5VKY6,serine,Mono
A0A1C5VKY6,serine,Tri
A0A1C5VKY6,serotonin,Di
A0A1C5VKY6,serotonin,Mono
A0A1C5VKY6,serotonin,Tri
A0A1C5VKY6,threonine,Di
A0A1C5VKY6,threonine,Mono
A0A1C5VKY6,threonine,Tri
A0A1C5VKY6,tryptamine,Di
A0A1C5VKY6,tryptamine,Mono
A0A1C5VKY6,tryptamine,Tri
A0A1C5VKY6,tyramine,Di
A0A1C5VKY6,tyramine,Mono
A0A1C5VKY6,tyramine,Tri
A0A1C5X749,"2,3_diaminopropionic acid",Di
A0A1C5X749,"2,3_diaminopropionic acid",Mono
A0A1C5X749,"2,3_diaminopropionic acid",Tri
A0A1C5X749,2_aminophenol,Di
A0A1C5X749,2_aminophenol,Mono
A0A1C5X749,2_aminophenol,Tri
A0A1C5X749,3_methoxytyramine,Di
A0A1C5X749,3_methoxytyramine,Mono
A0A1C5X749,3_methoxytyramine,Tri
A0A1C5X749,alanine,Di
A0A1C5X749,alanine,Mono
A0A1C5X749,alanine,Tri
A0A1C5X749,arginine,Di
A0A1C5X749,arginine,Mono
A0A1C5X749,arginine,Tri
A0A1C5X749,asparagine,Di
A0A1C5X749,asparagine,Mono
A0A1C5X749,asparagine,Tri
A0A1C5X749,cadaverine,Di
A0A1C5X749,cadaverine,Mono
A0A1C5X749,cadaverine,Tri
A0A1C5X749,citrulline,Di
A0A1C5X749,citrulline,Mono
A0A1C5X749,citrulline,Tri
A0A1C5X749,cystine,Di
A0A1C5X749,cystine,Mono
A0A1C5X749,cystine,Tri
A0A1C5X749,dopamine,Di
A0A1C5X749,dopamine,Mono
A0A1C5X749,dopamine,Tri
A0A1C5X749,gaba,Di
A0A1C5X749,gaba,Mono
A0A1C5X749,gaba,Tri
A0A1C5X749,glutamine,Di
A0A1C5X749,glutamine,Mono
A0A1C5X749,glutamine,Tri
A0A1C5X749,glyglycine,Di
A0A1C5X749,glyglycine,Mono
A0A1C5X749,glyglycine,Tri
A0A1C5X749,histidine,Di
A0A1C5X749,histidine,Mono
A0A1C5X749,histidine,Tri
A0A1C5X749,lysine,Di
A0A1C5X749,lysine,Mono
A0A1C5X749,lysine,Tri
A0A1C5X749,methionine,Di
A0A1C5X749,methionine,Mono
A0A1C5X749,methionine,Tri
A0A1C5X749,ornithine,Di
A0A1C5X749,ornithine,Mono
A0A1C5X749,ornithine,Tri
A0A1C5X749,phenylalanine,Di
A0A1C5X749,phenylalanine,Mono
A0A1C5X749,phenylalanine,Tri
A0A1C5X749,proline,Di
A0A1C5X749,proline,Mono
A0A1C5X749,proline,Tri
A0A1C5X749,putrescine,Di
A0A1C5X749,putrescine,Mono
A0A1C5X749,putrescine,Tri
A0A1C5X749,serine,Di
A0A1C5X749,serine,Mono
A0A1C5X749,serine,Tri
A0A1C5X749,serotonin,Di
A0A1C5X749,serotonin,Mono
A0A1C5X749,serotonin,Tri
A0A1C5X749,threonine,Di
A0A1C5X749,threonine,Mono
A0A1C5X749,threonine,Tri
A0A1C5X749,tryptamine,Di
A0A1C5X749,tryptamine,Mono
A0A1C5X749,tryptamine,Tri
A0A1C5X749,tyramine,Di
A0A1C5X749,tyramine,Mono
A0A1C5X749,tyramine,Tri
A0A1C6A728,"2,3_diaminopropionic acid",Di
A0A1C6A728,"2,3_diaminopropionic acid",Mono
A0A1C6A728,"2,3_diaminopropionic acid",Tri
A0A1C6A728,2_aminophenol,Di
A0A1C6A728,2_aminophenol,Mono
A0A1C6A728,2_aminophenol,Tri
A0A1C6A728,3_methoxytyramine,Di
A0A1C6A728,3_methoxytyramine,Mono
A0A1C6A728,3_methoxytyramine,Tri
A0A1C6A728,alanine,Di
A0A1C6A728,alanine,Mono
A0A1C6A728,alanine,Tri
A0A1C6A728,arginine,Di
A0A1C6A728,arginine,Mono
A0A1C6A728,arginine,Tri
A0A1C6A728,asparagine,Di
A0A1C6A728,asparagine,Mono
A0A1C6A728,asparagine,Tri
A0A1C6A728,cadaverine,Di
A0A1C6A728,cadaverine,Mono
A0A1C6A728,cadaverine,Tri
A0A1C6A728,citrulline,Di
A0A1C6A728,citrulline,Mono
A0A1C6A728,citrulline,Tri
A0A1C6A728,cystine,Di
A0A1C6A728,cystine,Mono
A0A1C6A728,cystine,Tri
A0A1C6A728,dopamine,Di
A0A1C6A728,dopamine,Mono
A0A1C6A728,dopamine,Tri
A0A1C6A728,gaba,Di
A0A1C6A728,gaba,Mono
A0A1C6A728,gaba,Tri
A0A1C6A728,glutamine,Di
A0A1C6A728,glutamine,Mono
A0A1C6A728,glutamine,Tri
A0A1C6A728,glyglycine,Di
A0A1C6A728,glyglycine,Mono
A0A1C6A728,glyglycine,Tri
A0A1C6A728,histidine,Di
A0A1C6A728,histidine,Mono
A0A1C6A728,histidine,Tri
A0A1C6A728,lysine,Di
A0A1C6A728,lysine,Mono
A0A1C6A728,lysine,Tri
A0A1C6A728,methionine,Di
A0A1C6A728,methionine,Mono
A0A1C6A728,methionine,Tri
A0A1C6A728,ornithine,Di
A0A1C6A728,ornithine,Mono
A0A1C6A728,ornithine,Tri
A0A1C6A728,phenylalanine,Di
A0A1C6A728,phenylalanine,Mono
A0A1C6A728,phenylalanine,Tri
A0A1C6A728,proline,Di
A0A1C6A728,proline,Mono
A0A1C6A728,proline,Tri
A0A1C6A728,putrescine,Di
A0A1C6A728,putrescine,Mono
A0A1C6A728,putrescine,Tri
A0A1C6A728,serine,Di
A0A1C6A728,serine,Mono
A0A1C6A728,serine,Tri
A0A1C6A728,serotonin,Di
A0A1C6A728,serotonin,Mono
A0A1C6A728,serotonin,Tri
A0A1C6A728,threonine,Di
A0A1C6A728,threonine,Mono
A0A1C6A728,threonine,Tri
A0A1C6A728,tryptamine,Di
A0A1C6A728,tryptamine,Mono
A0A1C6A728,tryptamine,Tri
A0A1C6A728,tyramine,Di
A0A1C6A728,tyramine,Mono
A0A1C6A728,tyramine,Tri
A0A1C6E6X3,"2,3_diaminopropionic acid",Di
A0A1C6E6X3,"2,3_diaminopropionic acid",Mono
A0A1C6E6X3,"2,3_diaminopropionic acid",Tri
A0A1C6E6X3,2_aminophenol,Di
A0A1C6E6X3,2_aminophenol,Mono
